615,679.768267,192.168.100.1,192.168.200.2,ICMP,74,Echo (ping) request,id=0x0001,seq=93/23808,ttl=126,(reply in 616)
616,679.768325,192.168.200.2,192.168.100.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=93/23808,ttl=128,(request in 615)
688,758.912118,192.168.100.2,192.168.200.2,ICMP,74,Echo (ping) request,id=0x0001,seq=176/45056,ttl=126,(reply in 689)
689,758.912175,192.168.200.2,192.168.100.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=176/45056,ttl=128,(request in 688)
764,835.567338,192.168.200.1,192.168.200.2,ICMP,74,Echo (ping) request,id=0x0001,seq=47/12032,ttl=128,(reply in 765)
765,835.567396,192.168.200.2,192.168.200.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=47/12032,ttl=128,(request in 764)
784,850.742599,192.168.200.2,192.168.100.1,ICMP,74,Echo (ping) request,id=0x0001,seq=41/10496,ttl=128,(reply in 785)
785,850.745547,192.168.100.1,192.168.200.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=41/10496,ttl=126,(request in 784)
787,853.814047,192.168.200.2,192.168.100.2,ICMP,74,Echo (ping) request,id=0x0001,seq=42/10752,ttl=128,(reply in 788)
788,853.816370,192.168.100.2,192.168.200.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=42/10752,ttl=126,(request in 787)
795,858.078322,192.168.200.2,192.168.200.1,ICMP,74,Echo (ping) request,id=0x0001,seq=43/11008,ttl=128,(reply in 796)
796,858.080018,192.168.200.1,192.168.200.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=43/11008,ttl=128,(request in 795)
1051,1138.013345,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=44/11264,ttl=128,(reply in 1052)
1052,1138.015610,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=44/11264,ttl=128,(request in 1051)
1056,1139.025748,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=45/11520,ttl=128,(reply in 1057)
1057,1139.028110,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=45/11520,ttl=128,(request in 1056)
1058,1140.041734,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=46/11776,ttl=128,(reply in 1059)
1059,1140.044039,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=46/11776,ttl=128,(request in 1058)
1061,1141.051488,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=47/12032,ttl=128,(reply in 1062)
1062,1141.053775,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=47/12032,ttl=128,(request in 1061)
1063,1142.069416,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=48/12288,ttl=128,(reply in 1064)
1064,1142.071716,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=48/12288,ttl=128,(request in 1063)
1070,1143.083235,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=49/12544,ttl=128,(reply in 1071)
1071,1143.085492,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=49/12544,ttl=128,(request in 1070)
1073,1144.100018,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=50/12800,ttl=128,(reply in 1074)
1074,1144.102313,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=50/12800,ttl=128,(request in 1073)
1076,1145.111206,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=51/13056,ttl=128,(reply in 1077)
1077,1145.113458,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=51/13056,ttl=128,(request in 1076)
1079,1146.128716,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=52/13312,ttl=128,(reply in 1080)
1080,1146.130996,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=52/13312,ttl=128,(request in 1079)
1081,1147.138327,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=53/13568,ttl=128,(reply in 1082)
1082,1147.140602,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=53/13568,ttl=128,(request in 1081)
1085,1148.144824,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=54/13824,ttl=128,(reply in 1086)
1086,1148.147157,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=54/13824,ttl=128,(request in 1085)
1087,1149.157547,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=55/14080,ttl=128,(reply in 1088)
1088,1149.159531,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=55/14080,ttl=128,(request in 1087)
1090,1150.168383,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=56/14336,ttl=128,(reply in 1091)
1091,1150.170685,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=56/14336,ttl=128,(request in 1090)
1093,1151.173118,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=57/14592,ttl=128,(reply in 1094)
1094,1151.175141,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=57/14592,ttl=128,(request in 1093)
1096,1152.175398,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=58/14848,ttl=128,(reply in 1097)
1097,1152.177693,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=58/14848,ttl=128,(request in 1096)
1098,1153.188104,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=59/15104,ttl=128,(reply in 1099)
1099,1153.190394,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=59/15104,ttl=128,(request in 1098)
1101,1154.195627,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=60/15360,ttl=128,(reply in 1102)
1102,1154.197929,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=60/15360,ttl=128,(request in 1101)
1105,1155.209716,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=61/15616,ttl=128,(reply in 1106)
1106,1155.212018,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=61/15616,ttl=128,(request in 1105)
1108,1156.214344,192.168.200.2,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=62/15872,ttl=128,(reply in 1109)
1109,1156.216631,192.168.200.1,192.168.200.2,ICMP,1042,Echo (ping) reply,id=0x0001,seq=62/15872,ttl=128,(request in 1108)
1116,1166.070338,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=63/16128,ttl=128,(reply in 1117)
1117,1166.072182,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=63/16128,ttl=128,(request in 1116)
1119,1167.087484,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=64/16384,ttl=128,(reply in 1120)
1120,1167.089361,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=64/16384,ttl=128,(request in 1119)
1122,1168.101978,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=65/16640,ttl=128,(reply in 1123)
1123,1168.103781,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=65/16640,ttl=128,(request in 1122)
1127,1169.106541,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=66/16896,ttl=128,(reply in 1128)
1128,1169.108371,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=66/16896,ttl=128,(request in 1127)
1130,1170.109988,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=67/17152,ttl=128,(reply in 1131)
1131,1170.111830,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=67/17152,ttl=128,(request in 1130)
1132,1171.116943,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=68/17408,ttl=128,(reply in 1133)
1133,1171.118785,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=68/17408,ttl=128,(request in 1132)
1135,1172.135931,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=69/17664,ttl=128,(reply in 1136)
1136,1172.137789,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=69/17664,ttl=128,(request in 1135)
1140,1173.147913,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=70/17920,ttl=128,(reply in 1141)
1141,1173.149752,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=70/17920,ttl=128,(request in 1140)
1143,1174.155078,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=71/18176,ttl=128,(reply in 1144)
1144,1174.156932,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=71/18176,ttl=128,(request in 1143)
1146,1175.167811,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=72/18432,ttl=128,(reply in 1147)
1147,1175.169638,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=72/18432,ttl=128,(request in 1146)
1150,1176.171712,192.168.200.2,192.168.200.1,ICMP,342,Echo (ping) request,id=0x0001,seq=73/18688,ttl=128,(reply in 1151)
1151,1176.173560,192.168.200.1,192.168.200.2,ICMP,342,Echo (ping) reply,id=0x0001,seq=73/18688,ttl=128,(request in 1150)
1155,1182.517838,192.168.200.1,192.168.200.2,ICMP,442,Echo (ping) request,id=0x0001,seq=64/16384,ttl=128,(reply in 1156)
1156,1182.517889,192.168.200.2,192.168.200.1,ICMP,442,Echo (ping) reply,id=0x0001,seq=64/16384,ttl=128,(request in 1155)
1158,1183.522977,192.168.200.1,192.168.200.2,ICMP,442,Echo (ping) request,id=0x0001,seq=65/16640,ttl=128,(reply in 1159)
1159,1183.523039,192.168.200.2,192.168.200.1,ICMP,442,Echo (ping) reply,id=0x0001,seq=65/16640,ttl=128,(request in 1158)
1162,1184.528961,192.168.200.1,192.168.200.2,ICMP,442,Echo (ping) request,id=0x0001,seq=66/16896,ttl=128,(reply in 1163)
1163,1184.529027,192.168.200.2,192.168.200.1,ICMP,442,Echo (ping) reply,id=0x0001,seq=66/16896,ttl=128,(request in 1162)
1164,1185.531961,192.168.200.1,192.168.200.2,ICMP,442,Echo (ping) request,id=0x0001,seq=67/17152,ttl=128,(reply in 1165)
