441,590.404752,192.168.100.1,192.168.100.2,ICMP,74,Echo (ping) request,id=0x0001,seq=91/23296,ttl=128,(reply in 442)
442,590.406417,192.168.100.2,192.168.100.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=91/23296,ttl=128,(request in 441)
469,621.317220,192.168.100.1,192.168.200.1,ICMP,74,Echo (ping) request,id=0x0001,seq=92/23552,ttl=128,(reply in 470)
470,621.319479,192.168.200.1,192.168.100.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=92/23552,ttl=126,(request in 469)
481,632.661298,192.168.100.1,192.168.200.2,ICMP,74,Echo (ping) request,id=0x0001,seq=93/23808,ttl=128,(reply in 482)
482,632.663588,192.168.200.2,192.168.100.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=93/23808,ttl=126,(request in 481)
517,683.245120,192.168.100.2,192.168.100.1,ICMP,74,Echo (ping) request,id=0x0001,seq=174/44544,ttl=128,(reply in 518)
518,683.245177,192.168.100.1,192.168.100.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=174/44544,ttl=128,(request in 517)
583,769.973867,192.168.200.1,192.168.100.1,ICMP,74,Echo (ping) request,id=0x0001,seq=44/11264,ttl=126,(reply in 584)
584,769.973937,192.168.100.1,192.168.200.1,ICMP,74,Echo (ping) reply,id=0x0001,seq=44/11264,ttl=128,(request in 583)
609,803.636376,192.168.200.2,192.168.100.1,ICMP,74,Echo (ping) request,id=0x0001,seq=41/10496,ttl=126,(reply in 610)
610,803.636445,192.168.100.1,192.168.200.2,ICMP,74,Echo (ping) reply,id=0x0001,seq=41/10496,ttl=128,(request in 609)
783,1036.715832,192.168.100.1,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=94/24064,ttl=128,(reply in 784)
784,1036.720558,192.168.200.1,192.168.100.1,ICMP,1042,Echo (ping) reply,id=0x0001,seq=94/24064,ttl=126,(request in 783)
786,1037.733740,192.168.100.1,192.168.200.1,ICMP,1042,Echo (ping) request,id=0x0001,seq=95/24320,ttl=128,(reply in 787)
787,1037.737906,192.168.200.1,192.168.100.1,ICMP,1042,Echo (ping) reply,id=0x0001,seq=95/24320,ttl=126,(request in 786)
